data,source,country_name,country_code,indicator_name,indicator_code,year,population_density
Population Density,World Bank Open Data,Pre-demographic dividend,PRE,Population density (people per sq. km of land area),EN.POP.DNST,2021,50.4690763570164
Population Density,World Bank Open Data,Puerto Rico (US),PRI,Population density (people per sq. km of land area),EN.POP.DNST,2021,367.836640360767
Population Density,World Bank Open Data,"Korea, Dem. People's Rep.",PRK,Population density (people per sq. km of land area),EN.POP.DNST,2021,217.860094676522
Population Density,World Bank Open Data,Portugal,PRT,Population density (people per sq. km of land area),EN.POP.DNST,2021,113.113510527741
Population Density,World Bank Open Data,Paraguay,PRY,Population density (people per sq. km of land area),EN.POP.DNST,2021,16.8240171155298
Population Density,World Bank Open Data,West Bank and Gaza,PSE,Population density (people per sq. km of land area),EN.POP.DNST,2021,817.05377593361
Population Density,World Bank Open Data,Pacific island small states,PSS,Population density (people per sq. km of land area),EN.POP.DNST,2021,40.9274045206547
Population Density,World Bank Open Data,Post-demographic dividend,PST,Population density (people per sq. km of land area),EN.POP.DNST,2021,35.823844767363
Population Density,World Bank Open Data,French Polynesia,PYF,Population density (people per sq. km of land area),EN.POP.DNST,2021,80.6084701815039
Population Density,World Bank Open Data,Qatar,QAT,Population density (people per sq. km of land area),EN.POP.DNST,2021,218.007832898172
Population Density,World Bank Open Data,Romania,ROU,Population density (people per sq. km of land area),EN.POP.DNST,2021,83.1104789638387
Population Density,World Bank Open Data,Russian Federation,RUS,Population density (people per sq. km of land area),EN.POP.DNST,2021,8.83848757424343
Population Density,World Bank Open Data,Rwanda,RWA,Population density (people per sq. km of land area),EN.POP.DNST,2021,541.35630320227
Population Density,World Bank Open Data,South Asia,SAS,Population density (people per sq. km of land area),EN.POP.DNST,2021,488.431572059838
Population Density,World Bank Open Data,Saudi Arabia,SAU,Population density (people per sq. km of land area),EN.POP.DNST,2021,14.320382473752
Population Density,World Bank Open Data,Sudan,SDN,Population density (people per sq. km of land area),EN.POP.DNST,2021,25.7317580299786
Population Density,World Bank Open Data,Senegal,SEN,Population density (people per sq. km of land area),EN.POP.DNST,2021,89.4451098530099
Population Density,World Bank Open Data,Singapore,SGP,Population density (people per sq. km of land area),EN.POP.DNST,2021,7595.49582172702
Population Density,World Bank Open Data,Solomon Islands,SLB,Population density (people per sq. km of land area),EN.POP.DNST,2021,27.2451232583065
Population Density,World Bank Open Data,Sierra Leone,SLE,Population density (people per sq. km of land area),EN.POP.DNST,2021,112.144666112497
Population Density,World Bank Open Data,El Salvador,SLV,Population density (people per sq. km of land area),EN.POP.DNST,2021,301.919980694981
Population Density,World Bank Open Data,San Marino,SMR,Population density (people per sq. km of land area),EN.POP.DNST,2021,570.866666666667
Population Density,World Bank Open Data,"Somalia, Fed. Rep.",SOM,Population density (people per sq. km of land area),EN.POP.DNST,2021,27.5312127395033
Population Density,World Bank Open Data,Serbia,SRB,Population density (people per sq. km of land area),EN.POP.DNST,2021,81.2739445831847
Population Density,World Bank Open Data,Sub-Saharan Africa (excluding high income),SSA,Population density (people per sq. km of land area),EN.POP.DNST,2021,47.3061257586537
Population Density,World Bank Open Data,South Sudan,SSD,Population density (people per sq. km of land area),EN.POP.DNST,2021,17.1945943379805
Population Density,World Bank Open Data,Sub-Saharan Africa,SSF,Population density (people per sq. km of land area),EN.POP.DNST,2021,50.1870490616922
Population Density,World Bank Open Data,Small states,SST,Population density (people per sq. km of land area),EN.POP.DNST,2021,26.6359353738561
Population Density,World Bank Open Data,Sao Tome and Principe,STP,Population density (people per sq. km of land area),EN.POP.DNST,2021,231.209375
Population Density,World Bank Open Data,Suriname,SUR,Population density (people per sq. km of land area),EN.POP.DNST,2021,3.84963678669192
Population Density,World Bank Open Data,Slovak Republic,SVK,Population density (people per sq. km of land area),EN.POP.DNST,2021,113.295486688852
Population Density,World Bank Open Data,Slovenia,SVN,Population density (people per sq. km of land area),EN.POP.DNST,2021,104.689964442502
Population Density,World Bank Open Data,Sweden,SWE,Population density (people per sq. km of land area),EN.POP.DNST,2021,25.5740792575133
Population Density,World Bank Open Data,Eswatini,SWZ,Population density (people per sq. km of land area),EN.POP.DNST,2021,70.1507558139535
Population Density,World Bank Open Data,Sint Maarten (Dutch part),SXM,Population density (people per sq. km of land area),EN.POP.DNST,2021,1222.67647058824
Population Density,World Bank Open Data,Seychelles,SYC,Population density (people per sq. km of land area),EN.POP.DNST,2021,215.778260869565
Population Density,World Bank Open Data,Syrian Arab Republic,SYR,Population density (people per sq. km of land area),EN.POP.DNST,2021,117.784888090181
Population Density,World Bank Open Data,Turks and Caicos Islands,TCA,Population density (people per sq. km of land area),EN.POP.DNST,2021,47.6242105263158
Population Density,World Bank Open Data,Chad,TCD,Population density (people per sq. km of land area),EN.POP.DNST,2021,14.1584124841169
Population Density,World Bank Open Data,East Asia & Pacific (IDA & IBRD countries),TEA,Population density (people per sq. km of land area),EN.POP.DNST,2021,132.37999364036
Population Density,World Bank Open Data,Europe & Central Asia (IDA & IBRD countries),TEC,Population density (people per sq. km of land area),EN.POP.DNST,2021,20.1477953165238
Population Density,World Bank Open Data,Togo,TGO,Population density (people per sq. km of land area),EN.POP.DNST,2021,163.235502849789
Population Density,World Bank Open Data,Thailand,THA,Population density (people per sq. km of land area),EN.POP.DNST,2021,140.396821233534
Population Density,World Bank Open Data,Tajikistan,TJK,Population density (people per sq. km of land area),EN.POP.DNST,2021,71.8128683622739
Population Density,World Bank Open Data,Turkmenistan,TKM,Population density (people per sq. km of land area),EN.POP.DNST,2021,15.0917008916222
Population Density,World Bank Open Data,Latin America & the Caribbean (IDA & IBRD countries),TLA,Population density (people per sq. km of land area),EN.POP.DNST,2021,31.8231317642983
Population Density,World Bank Open Data,Timor-Leste,TLS,Population density (people per sq. km of land area),EN.POP.DNST,2021,90.7961667787492
Population Density,World Bank Open Data,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,Population density (people per sq. km of land area),EN.POP.DNST,2021,69.5921921684118
Population Density,World Bank Open Data,Tonga,TON,Population density (people per sq. km of land area),EN.POP.DNST,2021,146.513888888889
Population Density,World Bank Open Data,South Asia (IDA & IBRD),TSA,Population density (people per sq. km of land area),EN.POP.DNST,2021,488.431572059838
Population Density,World Bank Open Data,Sub-Saharan Africa (IDA & IBRD countries),TSS,Population density (people per sq. km of land area),EN.POP.DNST,2021,50.1870490616922
Population Density,World Bank Open Data,Trinidad and Tobago,TTO,Population density (people per sq. km of land area),EN.POP.DNST,2021,266.580506822612
Population Density,World Bank Open Data,Tunisia,TUN,Population density (people per sq. km of land area),EN.POP.DNST,2021,77.5529222451081
Population Density,World Bank Open Data,Turkiye,TUR,Population density (people per sq. km of land area),EN.POP.DNST,2021,109.334768655068
Population Density,World Bank Open Data,Tuvalu,TUV,Population density (people per sq. km of land area),EN.POP.DNST,2021,339.8
Population Density,World Bank Open Data,Tanzania,TZA,Population density (people per sq. km of land area),EN.POP.DNST,2021,70.9306976744186
Population Density,World Bank Open Data,Uganda,UGA,Population density (people per sq. km of land area),EN.POP.DNST,2021,228.959355675244
Population Density,World Bank Open Data,Ukraine,UKR,Population density (people per sq. km of land area),EN.POP.DNST,2021,76.4560579910252
Population Density,World Bank Open Data,Upper middle income,UMC,Population density (people per sq. km of land area),EN.POP.DNST,2021,64.0461688697748
Population Density,World Bank Open Data,Uruguay,URY,Population density (people per sq. km of land area),EN.POP.DNST,2021,19.4074677179751
Population Density,World Bank Open Data,United States,USA,Population density (people per sq. km of land area),EN.POP.DNST,2021,36.3052926398919
Population Density,World Bank Open Data,Uzbekistan,UZB,Population density (people per sq. km of land area),EN.POP.DNST,2021,77.7112512566577
Population Density,World Bank Open Data,St. Vincent and the Grenadines,VCT,Population density (people per sq. km of land area),EN.POP.DNST,2021,263.694871794872
Population Density,World Bank Open Data,"Venezuela, RB",VEN,Population density (people per sq. km of land area),EN.POP.DNST,2021,32.0138608922397
Population Density,World Bank Open Data,British Virgin Islands,VGB,Population density (people per sq. km of land area),EN.POP.DNST,2021,252.06
Population Density,World Bank Open Data,Virgin Islands (U.S.),VIR,Population density (people per sq. km of land area),EN.POP.DNST,2021,302.485714285714
Population Density,World Bank Open Data,Viet Nam,VNM,Population density (people per sq. km of land area),EN.POP.DNST,2021,315.653937574379
Population Density,World Bank Open Data,Vanuatu,VUT,Population density (people per sq. km of land area),EN.POP.DNST,2021,25.0917145200984
Population Density,World Bank Open Data,World,WLD,Population density (people per sq. km of land area),EN.POP.DNST,2021,61.0288760939611
Population Density,World Bank Open Data,Samoa,WSM,Population density (people per sq. km of land area),EN.POP.DNST,2021,76.8989208633094
Population Density,World Bank Open Data,"Yemen, Rep.",YEM,Population density (people per sq. km of land area),EN.POP.DNST,2021,70.3453415913783
Population Density,World Bank Open Data,South Africa,ZAF,Population density (people per sq. km of land area),EN.POP.DNST,2021,50.6991261983859
Population Density,World Bank Open Data,Zambia,ZMB,Population density (people per sq. km of land area),EN.POP.DNST,2021,26.3705551594721
Population Density,World Bank Open Data,Zimbabwe,ZWE,Population density (people per sq. km of land area),EN.POP.DNST,2021,40.8354917926845
Population Density,World Bank Open Data,Aruba,ABW,Population density (people per sq. km of land area),EN.POP.DNST,2022,596.166666666667
Population Density,World Bank Open Data,Africa Eastern and Southern,AFE,Population density (people per sq. km of land area),EN.POP.DNST,2022,49.2972007384894
Population Density,World Bank Open Data,Afghanistan,AFG,Population density (people per sq. km of land area),EN.POP.DNST,2022,62.2155405301811
Population Density,World Bank Open Data,Africa Western and Central,AFW,Population density (people per sq. km of land area),EN.POP.DNST,2022,54.9855916127898
Population Density,World Bank Open Data,Angola,AGO,Population density (people per sq. km of land area),EN.POP.DNST,2022,28.5834835966953
Population Density,World Bank Open Data,Albania,ALB,Population density (people per sq. km of land area),EN.POP.DNST,2022,89.4757664233577
Population Density,World Bank Open Data,Andorra,AND,Population density (people per sq. km of land area),EN.POP.DNST,2022,169.585106382979
Population Density,World Bank Open Data,Arab World,ARB,Population density (people per sq. km of land area),EN.POP.DNST,2022,35.9918336255039
Population Density,World Bank Open Data,United Arab Emirates,ARE,Population density (people per sq. km of land area),EN.POP.DNST,2022,141.861123627147
Population Density,World Bank Open Data,Argentina,ARG,Population density (people per sq. km of land area),EN.POP.DNST,2022,16.5922716858687
Population Density,World Bank Open Data,Armenia,ARM,Population density (people per sq. km of land area),EN.POP.DNST,2022,105.297053157777
Population Density,World Bank Open Data,American Samoa,ASM,Population density (people per sq. km of land area),EN.POP.DNST,2022,241.71
Population Density,World Bank Open Data,Antigua and Barbuda,ATG,Population density (people per sq. km of land area),EN.POP.DNST,2022,211.0
Population Density,World Bank Open Data,Australia,AUS,Population density (people per sq. km of land area),EN.POP.DNST,2022,3.38256023775289
Population Density,World Bank Open Data,Austria,AUT,Population density (people per sq. km of land area),EN.POP.DNST,2022,109.571631119729
Population Density,World Bank Open Data,Azerbaijan,AZE,Population density (people per sq. km of land area),EN.POP.DNST,2022,122.707271627344
Population Density,World Bank Open Data,Burundi,BDI,Population density (people per sq. km of land area),EN.POP.DNST,2022,518.734306853583
Population Density,World Bank Open Data,Belgium,BEL,Population density (people per sq. km of land area),EN.POP.DNST,2022,383.033055683085
Population Density,World Bank Open Data,Benin,BEN,Population density (people per sq. km of land area),EN.POP.DNST,2022,122.024663001064
Population Density,World Bank Open Data,Burkina Faso,BFA,Population density (people per sq. km of land area),EN.POP.DNST,2022,82.2698757309942
Population Density,World Bank Open Data,Bangladesh,BGD,Population density (people per sq. km of land area),EN.POP.DNST,2022,1300.36002610164
Population Density,World Bank Open Data,Bulgaria,BGR,Population density (people per sq. km of land area),EN.POP.DNST,2022,59.5532148120855
Population Density,World Bank Open Data,Bahrain,BHR,Population density (people per sq. km of land area),EN.POP.DNST,2022,1929.99113924051
Population Density,World Bank Open Data,"Bahamas, The",BHS,Population density (people per sq. km of land area),EN.POP.DNST,2022,39.7140859140859
Population Density,World Bank Open Data,Bosnia and Herzegovina,BIH,Population density (people per sq. km of land area),EN.POP.DNST,2022,62.5937890625
Population Density,World Bank Open Data,Belarus,BLR,Population density (people per sq. km of land area),EN.POP.DNST,2022,45.4607172767131
Population Density,World Bank Open Data,Belize,BLZ,Population density (people per sq. km of land area),EN.POP.DNST,2022,17.6559842174485
Population Density,World Bank Open Data,Bermuda,BMU,Population density (people per sq. km of land area),EN.POP.DNST,2022,1199.05555555556
Population Density,World Bank Open Data,Bolivia,BOL,Population density (people per sq. km of land area),EN.POP.DNST,2022,11.1484851841595
Population Density,World Bank Open Data,Brazil,BRA,Population density (people per sq. km of land area),EN.POP.DNST,2022,25.161867951482
Population Density,World Bank Open Data,Barbados,BRB,Population density (people per sq. km of land area),EN.POP.DNST,2022,656.553488372093
Population Density,World Bank Open Data,Brunei Darussalam,BRN,Population density (people per sq. km of land area),EN.POP.DNST,2022,86.4079696394687
Population Density,World Bank Open Data,Bhutan,BTN,Population density (people per sq. km of land area),EN.POP.DNST,2022,20.4749344520189
Population Density,World Bank Open Data,Botswana,BWA,Population density (people per sq. km of land area),EN.POP.DNST,2022,4.30521059411007
Population Density,World Bank Open Data,Central African Republic,CAF,Population density (people per sq. km of land area),EN.POP.DNST,2022,8.18331086070179
Population Density,World Bank Open Data,Canada,CAN,Population density (people per sq. km of land area),EN.POP.DNST,2022,4.43022676846405
Population Density,World Bank Open Data,Central Europe and the Baltics,CEB,Population density (people per sq. km of land area),EN.POP.DNST,2022,90.5708010536644
Population Density,World Bank Open Data,Switzerland,CHE,Population density (people per sq. km of land area),EN.POP.DNST,2022,222.150599739861
Population Density,World Bank Open Data,Chile,CHL,Population density (people per sq. km of land area),EN.POP.DNST,2022,26.3222982801325
Population Density,World Bank Open Data,China,CHN,Population density (people per sq. km of land area),EN.POP.DNST,2022,150.42004812419
Population Density,World Bank Open Data,Cote d'Ivoire,CIV,Population density (people per sq. km of land area),EN.POP.DNST,2022,95.5817672955975
Population Density,World Bank Open Data,Cameroon,CMR,Population density (people per sq. km of land area),EN.POP.DNST,2022,58.4560745488777
Population Density,World Bank Open Data,"Congo, Dem. Rep.",COD,Population density (people per sq. km of land area),EN.POP.DNST,2022,45.1674943208134
Population Density,World Bank Open Data,"Congo, Rep.",COG,Population density (people per sq. km of land area),EN.POP.DNST,2022,17.6723396778917
Population Density,World Bank Open Data,Colombia,COL,Population density (people per sq. km of land area),EN.POP.DNST,2022,46.6317656602073
Population Density,World Bank Open Data,Comoros,COM,Population density (people per sq. km of land area),EN.POP.DNST,2022,448.247178936056
Population Density,World Bank Open Data,Cabo Verde,CPV,Population density (people per sq. km of land area),EN.POP.DNST,2022,128.967990074442
Population Density,World Bank Open Data,Costa Rica,CRI,Population density (people per sq. km of land area),EN.POP.DNST,2022,99.5253623188406
Population Density,World Bank Open Data,Caribbean small states,CSS,Population density (people per sq. km of land area),EN.POP.DNST,2022,11.2848141186504
Population Density,World Bank Open Data,Cuba,CUB,Population density (people per sq. km of land area),EN.POP.DNST,2022,106.549325626204
Population Density,World Bank Open Data,Curacao,CUW,Population density (people per sq. km of land area),EN.POP.DNST,2022,345.317567567568
Population Density,World Bank Open Data,Cayman Islands,CYM,Population density (people per sq. km of land area),EN.POP.DNST,2022,298.295833333333
Population Density,World Bank Open Data,Cyprus,CYP,Population density (people per sq. km of land area),EN.POP.DNST,2022,144.087662337662
Population Density,World Bank Open Data,Czechia,CZE,Population density (people per sq. km of land area),EN.POP.DNST,2022,138.290511305111
Population Density,World Bank Open Data,Germany,DEU,Population density (people per sq. km of land area),EN.POP.DNST,2022,238.086252003664
Population Density,World Bank Open Data,Djibouti,DJI,Population density (people per sq. km of land area),EN.POP.DNST,2022,49.0550474547023
Population Density,World Bank Open Data,Dominica,DMA,Population density (people per sq. km of land area),EN.POP.DNST,2022,89.1013333333333
Population Density,World Bank Open Data,Denmark,DNK,Population density (people per sq. km of land area),EN.POP.DNST,2022,147.575925
Population Density,World Bank Open Data,Dominican Republic,DOM,Population density (people per sq. km of land area),EN.POP.DNST,2022,233.012351959686
Population Density,World Bank Open Data,Algeria,DZA,Population density (people per sq. km of land area),EN.POP.DNST,2022,19.0941870229328
Population Density,World Bank Open Data,East Asia & Pacific (excluding high income),EAP,Population density (people per sq. km of land area),EN.POP.DNST,2022,133.338264665834
Population Density,World Bank Open Data,Early-demographic dividend,EAR,Population density (people per sq. km of land area),EN.POP.DNST,2022,104.215136704616
Population Density,World Bank Open Data,East Asia & Pacific,EAS,Population density (people per sq. km of land area),EN.POP.DNST,2022,97.3339735826834
Population Density,World Bank Open Data,Europe & Central Asia (excluding high income),ECA,Population density (people per sq. km of land area),EN.POP.DNST,2022,42.4043438180885
Population Density,World Bank Open Data,Europe & Central Asia,ECS,Population density (people per sq. km of land area),EN.POP.DNST,2022,33.681255334732
Population Density,World Bank Open Data,Ecuador,ECU,Population density (people per sq. km of land area),EN.POP.DNST,2022,71.7663754227734
Population Density,World Bank Open Data,"Egypt, Arab Rep.",EGY,Population density (people per sq. km of land area),EN.POP.DNST,2022,113.13300517354
Population Density,World Bank Open Data,Euro area,EMU,Population density (people per sq. km of land area),EN.POP.DNST,2022,127.254378609524
Population Density,World Bank Open Data,Eritrea,ERI,Population density (people per sq. km of land area),EN.POP.DNST,2022,28.1358115568642
Population Density,World Bank Open Data,Spain,ESP,Population density (people per sq. km of land area),EN.POP.DNST,2022,95.626963633201
Population Density,World Bank Open Data,Estonia,EST,Population density (people per sq. km of land area),EN.POP.DNST,2022,31.5665808565411
Population Density,World Bank Open Data,Ethiopia,ETH,Population density (people per sq. km of land area),EN.POP.DNST,2022,111.107151376678
Population Density,World Bank Open Data,European Union,EUU,Population density (people per sq. km of land area),EN.POP.DNST,2022,111.893131950813
Population Density,World Bank Open Data,Fragile and conflict affected situations,FCS,Population density (people per sq. km of land area),EN.POP.DNST,2022,50.6796378484564
Population Density,World Bank Open Data,Finland,FIN,Population density (people per sq. km of land area),EN.POP.DNST,2022,18.2798093224591
Population Density,World Bank Open Data,Fiji,FJI,Population density (people per sq. km of land area),EN.POP.DNST,2022,50.3241379310345
Population Density,World Bank Open Data,France,FRA,Population density (people per sq. km of land area),EN.POP.DNST,2022,126.513511457464
Population Density,World Bank Open Data,Faroe Islands,FRO,Population density (people per sq. km of land area),EN.POP.DNST,2022,39.3518248175182
Population Density,World Bank Open Data,"Micronesia, Fed. Sts.",FSM,Population density (people per sq. km of land area),EN.POP.DNST,2022,160.162857142857
Population Density,World Bank Open Data,Gabon,GAB,Population density (people per sq. km of land area),EN.POP.DNST,2022,9.43356618931191
Population Density,World Bank Open Data,United Kingdom,GBR,Population density (people per sq. km of land area),EN.POP.DNST,2022,279.436200553879
Population Density,World Bank Open Data,Georgia,GEO,Population density (people per sq. km of land area),EN.POP.DNST,2022,64.9515728331992
Population Density,World Bank Open Data,Ghana,GHA,Population density (people per sq. km of land area),EN.POP.DNST,2022,145.689425270181
Population Density,World Bank Open Data,Gibraltar,GIB,Population density (people per sq. km of land area),EN.POP.DNST,2022,3760.9
Population Density,World Bank Open Data,Guinea,GIN,Population density (people per sq. km of land area),EN.POP.DNST,2022,57.1998087253785
Population Density,World Bank Open Data,"Gambia, The",GMB,Population density (people per sq. km of land area),EN.POP.DNST,2022,260.520750988142
Population Density,World Bank Open Data,Guinea-Bissau,GNB,Population density (people per sq. km of land area),EN.POP.DNST,2022,74.8765647226174
Population Density,World Bank Open Data,Equatorial Guinea,GNQ,Population density (people per sq. km of land area),EN.POP.DNST,2022,64.297504456328
Population Density,World Bank Open Data,Greece,GRC,Population density (people per sq. km of land area),EN.POP.DNST,2022,80.968828549263
Population Density,World Bank Open Data,Grenada,GRD,Population density (people per sq. km of land area),EN.POP.DNST,2022,343.861764705882
Population Density,World Bank Open Data,Greenland,GRL,Population density (people per sq. km of land area),EN.POP.DNST,2022,0.138046047021562
Population Density,World Bank Open Data,Guatemala,GTM,Population density (people per sq. km of land area),EN.POP.DNST,2022,166.553536767451
Population Density,World Bank Open Data,Guam,GUM,Population density (people per sq. km of land area),EN.POP.DNST,2022,305.888888888889
Population Density,World Bank Open Data,Guyana,GUY,Population density (people per sq. km of land area),EN.POP.DNST,2022,3.89143222506394
Population Density,World Bank Open Data,High income,HIC,Population density (people per sq. km of land area),EN.POP.DNST,2022,27.0170529053769
Population Density,World Bank Open Data,"Hong Kong SAR, China",HKG,Population density (people per sq. km of land area),EN.POP.DNST,2022,6996.28571428571
Population Density,World Bank Open Data,Honduras,HND,Population density (people per sq. km of land area),EN.POP.DNST,2022,93.5192778621861
Population Density,World Bank Open Data,Heavily indebted poor countries (HIPC),HPC,Population density (people per sq. km of land area),EN.POP.DNST,2022,46.0900782945962
Population Density,World Bank Open Data,Croatia,HRV,Population density (people per sq. km of land area),EN.POP.DNST,2022,68.8999463902788
Population Density,World Bank Open Data,Haiti,HTI,Population density (people per sq. km of land area),EN.POP.DNST,2022,417.402249637155
Population Density,World Bank Open Data,Hungary,HUN,Population density (people per sq. km of land area),EN.POP.DNST,2022,105.249550734166
Population Density,World Bank Open Data,IBRD only,IBD,Population density (people per sq. km of land area),EN.POP.DNST,2022,69.6229837797061
Population Density,World Bank Open Data,IDA & IBRD total,IBT,Population density (people per sq. km of land area),EN.POP.DNST,2022,70.7232305099167
Population Density,World Bank Open Data,IDA total,IDA,Population density (people per sq. km of land area),EN.POP.DNST,2022,73.8026057901326
Population Density,World Bank Open Data,IDA blend,IDB,Population density (people per sq. km of land area),EN.POP.DNST,2022,132.954794448531
Population Density,World Bank Open Data,Indonesia,IDN,Population density (people per sq. km of land area),EN.POP.DNST,2022,147.330175215419
Population Density,World Bank Open Data,IDA only,IDX,Population density (people per sq. km of land area),EN.POP.DNST,2022,59.576784263874
Population Density,World Bank Open Data,Isle of Man,IMN,Population density (people per sq. km of land area),EN.POP.DNST,2022,147.6
Population Density,World Bank Open Data,India,IND,Population density (people per sq. km of land area),EN.POP.DNST,2022,479.425536881262
Population Density,World Bank Open Data,Ireland,IRL,Population density (people per sq. km of land area),EN.POP.DNST,2022,75.6689795325882
Population Density,World Bank Open Data,"Iran, Islamic Rep.",IRN,Population density (people per sq. km of land area),EN.POP.DNST,2022,55.1767309707242
Population Density,World Bank Open Data,Iraq,IRQ,Population density (people per sq. km of land area),EN.POP.DNST,2022,101.514640775804
Population Density,World Bank Open Data,Iceland,ISL,Population density (people per sq. km of land area),EN.POP.DNST,2022,3.78858474660319
Population Density,World Bank Open Data,Israel,ISR,Population density (people per sq. km of land area),EN.POP.DNST,2022,441.658964879852
Population Density,World Bank Open Data,Italy,ITA,Population density (people per sq. km of land area),EN.POP.DNST,2022,199.559268903016
Population Density,World Bank Open Data,Jamaica,JAM,Population density (people per sq. km of land area),EN.POP.DNST,2022,262.155493998153
Population Density,World Bank Open Data,Jordan,JOR,Population density (people per sq. km of land area),EN.POP.DNST,2022,126.768283893056
Population Density,World Bank Open Data,Japan,JPN,Population density (people per sq. km of land area),EN.POP.DNST,2022,343.278433470508
Population Density,World Bank Open Data,Kazakhstan,KAZ,Population density (people per sq. km of land area),EN.POP.DNST,2022,7.42105011667963
Population Density,World Bank Open Data,Kenya,KEN,Population density (people per sq. km of land area),EN.POP.DNST,2022,93.3976149483117
Population Density,World Bank Open Data,Kyrgyz Republic,KGZ,Population density (people per sq. km of land area),EN.POP.DNST,2022,36.3671532846715
Population Density,World Bank Open Data,Cambodia,KHM,Population density (people per sq. km of land area),EN.POP.DNST,2022,97.4491502379334
Population Density,World Bank Open Data,Kiribati,KIR,Population density (people per sq. km of land area),EN.POP.DNST,2022,161.072839506173
Population Density,World Bank Open Data,St. Kitts and Nevis,KNA,Population density (people per sq. km of land area),EN.POP.DNST,2022,179.65
Population Density,World Bank Open Data,"Korea, Rep.",KOR,Population density (people per sq. km of land area),EN.POP.DNST,2022,529.43205942623
Population Density,World Bank Open Data,Kuwait,KWT,Population density (people per sq. km of land area),EN.POP.DNST,2022,257.555723905724
Population Density,World Bank Open Data,Latin America & Caribbean (excluding high income),LAC,Population density (people per sq. km of land area),EN.POP.DNST,2022,32.7327006919195
Population Density,World Bank Open Data,Lao PDR,LAO,Population density (people per sq. km of land area),EN.POP.DNST,2022,32.7513301559792
Population Density,World Bank Open Data,Lebanon,LBN,Population density (people per sq. km of land area),EN.POP.DNST,2022,561.533626588465
Population Density,World Bank Open Data,Liberia,LBR,Population density (people per sq. km of land area),EN.POP.DNST,2022,55.7858596345515
Population Density,World Bank Open Data,Libya,LBY,Population density (people per sq. km of land area),EN.POP.DNST,2022,4.10550768950976
Population Density,World Bank Open Data,St. Lucia,LCA,Population density (people per sq. km of land area),EN.POP.DNST,2022,293.083606557377
Population Density,World Bank Open Data,Latin America & Caribbean,LCN,Population density (people per sq. km of land area),EN.POP.DNST,2022,32.5868308076724
Population Density,World Bank Open Data,Least developed countries: UN classification,LDC,Population density (people per sq. km of land area),EN.POP.DNST,2022,55.7288546680037
Population Density,World Bank Open Data,Low income,LIC,Population density (people per sq. km of land area),EN.POP.DNST,2022,43.4329058172616
Population Density,World Bank Open Data,Liechtenstein,LIE,Population density (people per sq. km of land area),EN.POP.DNST,2022,246.83125
Population Density,World Bank Open Data,Sri Lanka,LKA,Population density (people per sq. km of land area),EN.POP.DNST,2022,358.567733591982
Population Density,World Bank Open Data,Lower middle income,LMC,Population density (people per sq. km of land area),EN.POP.DNST,2022,162.833348484022
Population Density,World Bank Open Data,Low & middle income,LMY,Population density (people per sq. km of land area),EN.POP.DNST,2022,84.7510281776062
Population Density,World Bank Open Data,Lesotho,LSO,Population density (people per sq. km of land area),EN.POP.DNST,2022,75.3000658761528
Population Density,World Bank Open Data,Late-demographic dividend,LTE,Population density (people per sq. km of land area),EN.POP.DNST,2022,52.1949557628276
Population Density,World Bank Open Data,Lithuania,LTU,Population density (people per sq. km of land area),EN.POP.DNST,2022,45.2309596830873
Population Density,World Bank Open Data,Luxembourg,LUX,Population density (people per sq. km of land area),EN.POP.DNST,2022,253.685433061691
Population Density,World Bank Open Data,Latvia,LVA,Population density (people per sq. km of land area),EN.POP.DNST,2022,30.2005945685361
Population Density,World Bank Open Data,"Macao SAR, China",MAC,Population density (people per sq. km of land area),EN.POP.DNST,2022,20524.2424242424
Population Density,World Bank Open Data,St. Martin (French part),MAF,Population density (people per sq. km of land area),EN.POP.DNST,2022,577.4
Population Density,World Bank Open Data,Morocco,MAR,Population density (people per sq. km of land area),EN.POP.DNST,2022,83.6411920233027
Population Density,World Bank Open Data,Monaco,MCO,Population density (people per sq. km of land area),EN.POP.DNST,2022,18680.9021113244
Population Density,World Bank Open Data,Moldova,MDA,Population density (people per sq. km of land area),EN.POP.DNST,2022,88.05425357802
Population Density,World Bank Open Data,Madagascar,MDG,Population density (people per sq. km of land area),EN.POP.DNST,2022,52.3156772086628
Population Density,World Bank Open Data,Maldives,MDV,Population density (people per sq. km of land area),EN.POP.DNST,2022,1747.02
Population Density,World Bank Open Data,"Middle East, North Africa, Afghanistan & Pakistan",MEA,Population density (people per sq. km of land area),EN.POP.DNST,2022,62.0217516719828
Population Density,World Bank Open Data,Mexico,MEX,Population density (people per sq. km of land area),EN.POP.DNST,2022,66.1607124668844
Population Density,World Bank Open Data,Marshall Islands,MHL,Population density (people per sq. km of land area),EN.POP.DNST,2022,222.65
Population Density,World Bank Open Data,Middle income,MIC,Population density (people per sq. km of land area),EN.POP.DNST,2022,93.7763534351372
Population Density,World Bank Open Data,North Macedonia,MKD,Population density (people per sq. km of land area),EN.POP.DNST,2022,72.6293417922284
Population Density,World Bank Open Data,Mali,MLI,Population density (people per sq. km of land area),EN.POP.DNST,2022,18.9090551471492
Population Density,World Bank Open Data,Malta,MLT,Population density (people per sq. km of land area),EN.POP.DNST,2022,1659.728125
Population Density,World Bank Open Data,Myanmar,MMR,Population density (people per sq. km of land area),EN.POP.DNST,2022,82.3644215300228
