DataSource,Country,Reason
GDP per Capita,Vanuatu,Direct Match
GDP per Capita,Viet Nam,Direct Match
GDP per Capita,Zambia,Direct Match
GDP per Capita,Zimbabwe,Direct Match
Income Group,Afghanistan,Direct Match
Income Group,Albania,Direct Match
Income Group,Algeria,Direct Match
Income Group,American Samoa,Direct Match
Income Group,Andorra,Direct Match
Income Group,Angola,Direct Match
Income Group,Antigua and Barbuda,Direct Match
Income Group,Argentina,Direct Match
Income Group,Armenia,Direct Match
Income Group,Aruba,Direct Match
Income Group,Australia,Direct Match
Income Group,Austria,Direct Match
Income Group,Azerbaijan,Direct Match
Income Group,Bahrain,Direct Match
Income Group,Bangladesh,Direct Match
Income Group,Barbados,Direct Match
Income Group,Belarus,Direct Match
Income Group,Belgium,Direct Match
Income Group,Belize,Direct Match
Income Group,Benin,Direct Match
Income Group,Bermuda,Direct Match
Income Group,Bhutan,Direct Match
Income Group,Bosnia and Herzegovina,Direct Match
Income Group,Botswana,Direct Match
Income Group,Brazil,Direct Match
Income Group,British Virgin Islands,Direct Match
Income Group,Brunei Darussalam,Direct Match
Income Group,Bulgaria,Direct Match
Income Group,Burkina Faso,Direct Match
Income Group,Burundi,Direct Match
Income Group,Cabo Verde,Direct Match
Income Group,Cambodia,Direct Match
Income Group,Cameroon,Direct Match
Income Group,Canada,Direct Match
Income Group,Cayman Islands,Direct Match
Income Group,Central African Republic,Direct Match
Income Group,Chad,Direct Match
Income Group,Chile,Direct Match
Income Group,China,Direct Match
Income Group,Colombia,Direct Match
Income Group,Comoros,Direct Match
Income Group,Costa Rica,Direct Match
Income Group,Croatia,Direct Match
Income Group,Cuba,Direct Match
Income Group,Curaçao,Direct Match
Income Group,Cyprus,Direct Match
Income Group,Czechia,Direct Match
Income Group,Côte d’Ivoire,Direct Match
Income Group,Denmark,Direct Match
Income Group,Djibouti,Direct Match
Income Group,Dominica,Direct Match
Income Group,Dominican Republic,Direct Match
Income Group,Ecuador,Direct Match
Income Group,El Salvador,Direct Match
Income Group,Equatorial Guinea,Direct Match
Income Group,Eritrea,Direct Match
Income Group,Estonia,Direct Match
Income Group,Eswatini,Direct Match
Income Group,Ethiopia,Direct Match
Income Group,Faroe Islands,Direct Match
Income Group,Fiji,Direct Match
Income Group,Finland,Direct Match
Income Group,France,Direct Match
Income Group,French Polynesia,Direct Match
Income Group,Gabon,Direct Match
Income Group,Georgia,Direct Match
Income Group,Germany,Direct Match
Income Group,Ghana,Direct Match
Income Group,Gibraltar,Direct Match
Income Group,Greece,Direct Match
Income Group,Greenland,Direct Match
Income Group,Grenada,Direct Match
Income Group,Guam,Direct Match
Income Group,Guatemala,Direct Match
Income Group,Guinea,Direct Match
Income Group,Guinea-Bissau,Direct Match
Income Group,Guyana,Direct Match
Income Group,Haiti,Direct Match
Income Group,Honduras,Direct Match
Income Group,Hungary,Direct Match
Income Group,Iceland,Direct Match
Income Group,India,Direct Match
Income Group,Indonesia,Direct Match
Income Group,Iraq,Direct Match
Income Group,Ireland,Direct Match
Income Group,Isle of Man,Direct Match
Income Group,Israel,Direct Match
Income Group,Italy,Direct Match
Income Group,Jamaica,Direct Match
Income Group,Japan,Direct Match
Income Group,Jordan,Direct Match
Income Group,Kazakhstan,Direct Match
Income Group,Kenya,Direct Match
Income Group,Kiribati,Direct Match
Income Group,Kuwait,Direct Match
Income Group,Latvia,Direct Match
Income Group,Lebanon,Direct Match
Income Group,Lesotho,Direct Match
Income Group,Liberia,Direct Match
Income Group,Libya,Direct Match
Income Group,Liechtenstein,Direct Match
Income Group,Lithuania,Direct Match
Income Group,Luxembourg,Direct Match
Income Group,Madagascar,Direct Match
Income Group,Malawi,Direct Match
Income Group,Malaysia,Direct Match
Income Group,Maldives,Direct Match
Income Group,Mali,Direct Match
Income Group,Malta,Direct Match
Income Group,Marshall Islands,Direct Match
Income Group,Mauritania,Direct Match
Income Group,Mauritius,Direct Match
Income Group,Mexico,Direct Match
Income Group,Monaco,Direct Match
Income Group,Mongolia,Direct Match
Income Group,Montenegro,Direct Match
Income Group,Morocco,Direct Match
Income Group,Mozambique,Direct Match
Income Group,Myanmar,Direct Match
Income Group,Namibia,Direct Match
Income Group,Nauru,Direct Match
Income Group,Nepal,Direct Match
Income Group,Netherlands,Direct Match
Income Group,New Caledonia,Direct Match
Income Group,New Zealand,Direct Match
Income Group,Nicaragua,Direct Match
Income Group,Niger,Direct Match
Income Group,Nigeria,Direct Match
Income Group,North Macedonia,Direct Match
Income Group,Northern Mariana Islands,Direct Match
Income Group,Norway,Direct Match
Income Group,Oman,Direct Match
Income Group,Pakistan,Direct Match
Income Group,Palau,Direct Match
Income Group,Panama,Direct Match
Income Group,Papua New Guinea,Direct Match
Income Group,Paraguay,Direct Match
Income Group,Peru,Direct Match
Income Group,Philippines,Direct Match
Income Group,Poland,Direct Match
Income Group,Portugal,Direct Match
Income Group,Qatar,Direct Match
Income Group,Romania,Direct Match
Income Group,Russian Federation,Direct Match
Income Group,Rwanda,Direct Match
Income Group,Samoa,Direct Match
Income Group,San Marino,Direct Match
Income Group,Saudi Arabia,Direct Match
Income Group,Senegal,Direct Match
Income Group,Serbia,Direct Match
Income Group,Seychelles,Direct Match
Income Group,Sierra Leone,Direct Match
Income Group,Singapore,Direct Match
Income Group,Sint Maarten (Dutch part),Direct Match
Income Group,Slovenia,Direct Match
Income Group,Solomon Islands,Direct Match
Income Group,South Africa,Direct Match
Income Group,South Sudan,Direct Match
Income Group,Spain,Direct Match
Income Group,Sri Lanka,Direct Match
Income Group,Sudan,Direct Match
Income Group,Suriname,Direct Match
Income Group,Sweden,Direct Match
Income Group,Switzerland,Direct Match
Income Group,Syrian Arab Republic,Direct Match
Income Group,Tajikistan,Direct Match
Income Group,Thailand,Direct Match
Income Group,Timor-Leste,Direct Match
Income Group,Togo,Direct Match
Income Group,Tonga,Direct Match
Income Group,Trinidad and Tobago,Direct Match
Income Group,Tunisia,Direct Match
Income Group,Turkmenistan,Direct Match
Income Group,Turks and Caicos Islands,Direct Match
Income Group,Tuvalu,Direct Match
Income Group,Uganda,Direct Match
Income Group,Ukraine,Direct Match
Income Group,United Arab Emirates,Direct Match
Income Group,United Kingdom,Direct Match
Income Group,Uruguay,Direct Match
Income Group,Uzbekistan,Direct Match
Income Group,Vanuatu,Direct Match
Income Group,Zambia,Direct Match
Income Group,Zimbabwe,Direct Match
Population Density,Afghanistan,Direct Match
Population Density,Albania,Direct Match
Population Density,Algeria,Direct Match
Population Density,American Samoa,Direct Match
Population Density,Andorra,Direct Match
Population Density,Angola,Direct Match
Population Density,Antigua and Barbuda,Direct Match
Population Density,Argentina,Direct Match
Population Density,Armenia,Direct Match
Population Density,Aruba,Direct Match
Population Density,Australia,Direct Match
Population Density,Austria,Direct Match
Population Density,Azerbaijan,Direct Match
Population Density,Bahrain,Direct Match
Population Density,Bangladesh,Direct Match
Population Density,Barbados,Direct Match
Population Density,Belarus,Direct Match
Population Density,Belgium,Direct Match
Population Density,Belize,Direct Match
Population Density,Benin,Direct Match
Population Density,Bermuda,Direct Match
Population Density,Bhutan,Direct Match
Population Density,Bosnia and Herzegovina,Direct Match
Population Density,Botswana,Direct Match
Population Density,Brazil,Direct Match
Population Density,British Virgin Islands,Direct Match
Population Density,Brunei Darussalam,Direct Match
Population Density,Bulgaria,Direct Match
Population Density,Burkina Faso,Direct Match
Population Density,Burundi,Direct Match
Population Density,Cabo Verde,Direct Match
Population Density,Cambodia,Direct Match
Population Density,Cameroon,Direct Match
Population Density,Canada,Direct Match
Population Density,Cayman Islands,Direct Match
Population Density,Central African Republic,Direct Match
Population Density,Chad,Direct Match
Population Density,Chile,Direct Match
Population Density,China,Direct Match
Population Density,Colombia,Direct Match
Population Density,Comoros,Direct Match
Population Density,Costa Rica,Direct Match
Population Density,Croatia,Direct Match
Population Density,Cuba,Direct Match
Population Density,Cyprus,Direct Match
Population Density,Czechia,Direct Match
Population Density,Denmark,Direct Match
Population Density,Djibouti,Direct Match
Population Density,Dominica,Direct Match
Population Density,Dominican Republic,Direct Match
Population Density,Ecuador,Direct Match
Population Density,El Salvador,Direct Match
Population Density,Equatorial Guinea,Direct Match
Population Density,Eritrea,Direct Match
Population Density,Estonia,Direct Match
Population Density,Eswatini,Direct Match
Population Density,Ethiopia,Direct Match
Population Density,Faroe Islands,Direct Match
Population Density,Fiji,Direct Match
Population Density,Finland,Direct Match
Population Density,France,Direct Match
Population Density,French Polynesia,Direct Match
Population Density,Gabon,Direct Match
Population Density,Georgia,Direct Match
Population Density,Germany,Direct Match
Population Density,Ghana,Direct Match
Population Density,Gibraltar,Direct Match
Population Density,Greece,Direct Match
Population Density,Greenland,Direct Match
Population Density,Grenada,Direct Match
Population Density,Guam,Direct Match
Population Density,Guatemala,Direct Match
Population Density,Guinea,Direct Match
Population Density,Guinea-Bissau,Direct Match
Population Density,Guyana,Direct Match
Population Density,Haiti,Direct Match
Population Density,Honduras,Direct Match
Population Density,Hungary,Direct Match
Population Density,Iceland,Direct Match
Population Density,India,Direct Match
Population Density,Indonesia,Direct Match
Population Density,Iraq,Direct Match
Population Density,Ireland,Direct Match
Population Density,Isle of Man,Direct Match
Population Density,Israel,Direct Match
Population Density,Italy,Direct Match
Population Density,Jamaica,Direct Match
Population Density,Japan,Direct Match
Population Density,Jordan,Direct Match
Population Density,Kazakhstan,Direct Match
Population Density,Kenya,Direct Match
Population Density,Kiribati,Direct Match
Population Density,Kuwait,Direct Match
Population Density,Latvia,Direct Match
Population Density,Lebanon,Direct Match
Population Density,Lesotho,Direct Match
Population Density,Liberia,Direct Match
Population Density,Libya,Direct Match
Population Density,Liechtenstein,Direct Match
Population Density,Lithuania,Direct Match
Population Density,Luxembourg,Direct Match
Population Density,Madagascar,Direct Match
Population Density,Malawi,Direct Match
Population Density,Malaysia,Direct Match
Population Density,Maldives,Direct Match
Population Density,Mali,Direct Match
Population Density,Malta,Direct Match
Population Density,Marshall Islands,Direct Match
Population Density,Mauritania,Direct Match
Population Density,Mauritius,Direct Match
Population Density,Mexico,Direct Match
Population Density,Monaco,Direct Match
Population Density,Mongolia,Direct Match
Population Density,Montenegro,Direct Match
Population Density,Morocco,Direct Match
Population Density,Mozambique,Direct Match
Population Density,Myanmar,Direct Match
Population Density,Namibia,Direct Match
Population Density,Nauru,Direct Match
Population Density,Nepal,Direct Match
Population Density,Netherlands,Direct Match
Population Density,New Caledonia,Direct Match
Population Density,New Zealand,Direct Match
Population Density,Nicaragua,Direct Match
Population Density,Niger,Direct Match
Population Density,Nigeria,Direct Match
Population Density,North Macedonia,Direct Match
Population Density,Northern Mariana Islands,Direct Match
Population Density,Norway,Direct Match
Population Density,Oman,Direct Match
Population Density,Pakistan,Direct Match
Population Density,Palau,Direct Match
Population Density,Panama,Direct Match
Population Density,Papua New Guinea,Direct Match
Population Density,Paraguay,Direct Match
Population Density,Peru,Direct Match
Population Density,Philippines,Direct Match
Population Density,Poland,Direct Match
Population Density,Portugal,Direct Match
Population Density,Qatar,Direct Match
Population Density,Romania,Direct Match
Population Density,Russian Federation,Direct Match
Population Density,Rwanda,Direct Match
Population Density,Samoa,Direct Match
Population Density,San Marino,Direct Match
Population Density,Sao Tome and Principe,Direct Match
Population Density,Saudi Arabia,Direct Match
Population Density,Senegal,Direct Match
Population Density,Serbia,Direct Match
Population Density,Seychelles,Direct Match
Population Density,Sierra Leone,Direct Match
Population Density,Singapore,Direct Match
Population Density,Sint Maarten (Dutch part),Direct Match
Population Density,Slovenia,Direct Match
Population Density,Solomon Islands,Direct Match
Population Density,South Africa,Direct Match
Population Density,South Sudan,Direct Match
Population Density,Spain,Direct Match
Population Density,Sri Lanka,Direct Match
Population Density,Sudan,Direct Match
Population Density,Suriname,Direct Match
Population Density,Sweden,Direct Match
Population Density,Switzerland,Direct Match
Population Density,Syrian Arab Republic,Direct Match
Population Density,Tajikistan,Direct Match
Population Density,Thailand,Direct Match
Population Density,Timor-Leste,Direct Match
Population Density,Togo,Direct Match
Population Density,Tonga,Direct Match
Population Density,Trinidad and Tobago,Direct Match
Population Density,Tunisia,Direct Match
Population Density,Turkmenistan,Direct Match
Population Density,Turks and Caicos Islands,Direct Match
Population Density,Tuvalu,Direct Match
Population Density,Uganda,Direct Match
Population Density,Ukraine,Direct Match
Population Density,United Arab Emirates,Direct Match
Population Density,United Kingdom,Direct Match
Population Density,Uruguay,Direct Match
Population Density,Uzbekistan,Direct Match
Population Density,Vanuatu,Direct Match
Population Density,Viet Nam,Direct Match
Population Density,Zambia,Direct Match
Population Density,Zimbabwe,Direct Match
Retail Estimates,Afghanistan,Direct Match
Retail Estimates,Albania,Direct Match
Retail Estimates,Algeria,Direct Match
Retail Estimates,American Samoa,Direct Match
Retail Estimates,Andorra,Direct Match
Retail Estimates,Angola,Direct Match
Retail Estimates,Anguilla,Direct Match
Retail Estimates,Antigua and Barbuda,Direct Match
Retail Estimates,Argentina,Direct Match
Retail Estimates,Armenia,Direct Match
Retail Estimates,Aruba,Direct Match
Retail Estimates,Australia,Direct Match
Retail Estimates,Austria,Direct Match
Retail Estimates,Azerbaijan,Direct Match
Retail Estimates,Bahamas,Direct Match
Retail Estimates,Bahrain,Direct Match
Retail Estimates,Bangladesh,Direct Match
Retail Estimates,Barbados,Direct Match
Retail Estimates,Belarus,Direct Match
Retail Estimates,Belgium,Direct Match
Retail Estimates,Belize,Direct Match
Retail Estimates,Benin,Direct Match
Retail Estimates,Bermuda,Direct Match
Retail Estimates,Bhutan,Direct Match
Retail Estimates,Bolivia (Plurin. State of),Direct Match
Retail Estimates,"Bonaire, St. Eustatius & Saba",Direct Match
Retail Estimates,Bosnia and Herzegovina,Direct Match
Retail Estimates,Botswana,Direct Match
Retail Estimates,Brazil,Direct Match
Retail Estimates,British Virgin Islands,Direct Match
Retail Estimates,Brunei Darussalam,Direct Match
Retail Estimates,Bulgaria,Direct Match
Retail Estimates,Burkina Faso,Direct Match
Retail Estimates,Burundi,Direct Match
Retail Estimates,Cabo Verde,Direct Match
Retail Estimates,Cambodia,Direct Match
Retail Estimates,Cameroon,Direct Match
Retail Estimates,Canada,Direct Match
Retail Estimates,Cayman Islands,Direct Match
Retail Estimates,Central African Republic,Direct Match
Retail Estimates,Chad,Direct Match
Retail Estimates,Chile,Direct Match
Retail Estimates,China,Direct Match
Retail Estimates,"China, Hong Kong SAR",Direct Match
Retail Estimates,"China, Macao SAR",Direct Match
Retail Estimates,Colombia,Direct Match
Retail Estimates,Comoros,Direct Match
Retail Estimates,Congo,Direct Match
Retail Estimates,Cook Islands,Direct Match
Retail Estimates,Costa Rica,Direct Match
Retail Estimates,Croatia,Direct Match
Retail Estimates,Cuba,Direct Match
Retail Estimates,Curaçao,Direct Match
Retail Estimates,Cyprus,Direct Match
Retail Estimates,Czechia,Direct Match
Retail Estimates,Côte d’Ivoire,Direct Match
Retail Estimates,Dem. People's Rep. Korea,Direct Match
Retail Estimates,Dem. Rep. of the Congo,Direct Match
Retail Estimates,Denmark,Direct Match
Retail Estimates,Djibouti,Direct Match
Retail Estimates,Dominica,Direct Match
Retail Estimates,Dominican Republic,Direct Match
Retail Estimates,Ecuador,Direct Match
Retail Estimates,Egypt,Direct Match
Retail Estimates,El Salvador,Direct Match
Retail Estimates,Equatorial Guinea,Direct Match
Retail Estimates,Eritrea,Direct Match
Retail Estimates,Estonia,Direct Match
Retail Estimates,Eswatini,Direct Match
Retail Estimates,Ethiopia,Direct Match
Retail Estimates,Falkland Islands (Malvinas),Direct Match
Retail Estimates,Faroe Islands,Direct Match
Retail Estimates,Fiji,Direct Match
Retail Estimates,Finland,Direct Match
Retail Estimates,France,Direct Match
Retail Estimates,French Guiana,Direct Match
Retail Estimates,French Polynesia,Direct Match
Retail Estimates,Gabon,Direct Match
Retail Estimates,Gambia,Direct Match
Retail Estimates,Georgia,Direct Match
Retail Estimates,Germany,Direct Match
Retail Estimates,Ghana,Direct Match
Retail Estimates,Gibraltar,Direct Match
Retail Estimates,Greece,Direct Match
Retail Estimates,Greenland,Direct Match
Retail Estimates,Grenada,Direct Match
Retail Estimates,Guadeloupe,Direct Match
Retail Estimates,Guam,Direct Match
Retail Estimates,Guatemala,Direct Match
Retail Estimates,Guinea,Direct Match
Retail Estimates,Guinea-Bissau,Direct Match
Retail Estimates,Guyana,Direct Match
Retail Estimates,Haiti,Direct Match
Retail Estimates,Holy See,Direct Match
Retail Estimates,Honduras,Direct Match
Retail Estimates,Hungary,Direct Match
Retail Estimates,Iceland,Direct Match
Retail Estimates,India,Direct Match
Retail Estimates,Indonesia,Direct Match
Retail Estimates,Iran (Islamic Republic of),Direct Match
Retail Estimates,Iraq,Direct Match
Retail Estimates,Ireland,Direct Match
Retail Estimates,Isle of Man,Direct Match
Retail Estimates,Israel,Direct Match
Retail Estimates,Italy,Direct Match
Retail Estimates,Jamaica,Direct Match
Retail Estimates,Japan,Direct Match
Retail Estimates,Jordan,Direct Match
Retail Estimates,Kazakhstan,Direct Match
Retail Estimates,Kenya,Direct Match
Retail Estimates,Kiribati,Direct Match
Retail Estimates,Kuwait,Direct Match
Retail Estimates,Kyrgyzstan,Direct Match
Retail Estimates,Lao People's Dem. Rep.,Direct Match
Retail Estimates,Latvia,Direct Match
Retail Estimates,Lebanon,Direct Match
Retail Estimates,Lesotho,Direct Match
Retail Estimates,Liberia,Direct Match
Retail Estimates,Libya,Direct Match
Retail Estimates,Liechtenstein,Direct Match
Retail Estimates,Lithuania,Direct Match
Retail Estimates,Luxembourg,Direct Match
Retail Estimates,Madagascar,Direct Match
Retail Estimates,Malawi,Direct Match
Retail Estimates,Malaysia,Direct Match
Retail Estimates,Maldives,Direct Match
Retail Estimates,Mali,Direct Match
Retail Estimates,Malta,Direct Match
Retail Estimates,Marshall Islands,Direct Match
Retail Estimates,Martinique,Direct Match
Retail Estimates,Mauritania,Direct Match
Retail Estimates,Mauritius,Direct Match
Retail Estimates,Mayotte,Direct Match
Retail Estimates,Mexico,Direct Match
Retail Estimates,Micronesia (Fed. States of),Direct Match
Retail Estimates,Monaco,Direct Match
Retail Estimates,Mongolia,Direct Match
Retail Estimates,Montenegro,Direct Match
Retail Estimates,Montserrat,Direct Match
Retail Estimates,Morocco,Direct Match
Retail Estimates,Mozambique,Direct Match
Retail Estimates,Myanmar,Direct Match
Retail Estimates,Namibia,Direct Match
Retail Estimates,Nauru,Direct Match
Retail Estimates,Nepal,Direct Match
Retail Estimates,Netherlands,Direct Match
Retail Estimates,New Caledonia,Direct Match
Retail Estimates,New Zealand,Direct Match
Retail Estimates,Nicaragua,Direct Match
Retail Estimates,Niger,Direct Match
Retail Estimates,Nigeria,Direct Match
Retail Estimates,Niue,Direct Match
Retail Estimates,North Macedonia,Direct Match
Retail Estimates,Northern Mariana Islands,Direct Match
Retail Estimates,Norway,Direct Match
Retail Estimates,Oman,Direct Match
Retail Estimates,Pakistan,Direct Match
Retail Estimates,Palau,Direct Match
Retail Estimates,Panama,Direct Match
Retail Estimates,Papua New Guinea,Direct Match
Retail Estimates,Paraguay,Direct Match
Retail Estimates,Peru,Direct Match
Retail Estimates,Philippines,Direct Match
Retail Estimates,Poland,Direct Match
Retail Estimates,Portugal,Direct Match
Retail Estimates,Puerto Rico,Direct Match
Retail Estimates,Qatar,Direct Match
Retail Estimates,Republic of Korea,Direct Match
Retail Estimates,Republic of Moldova,Direct Match
Retail Estimates,Romania,Direct Match
Retail Estimates,Russian Federation,Direct Match
Retail Estimates,Rwanda,Direct Match
Retail Estimates,Réunion,Direct Match
Retail Estimates,Saint Barthélemy,Direct Match
Retail Estimates,Saint Helena,Direct Match
Retail Estimates,Saint Kitts and Nevis,Direct Match
Retail Estimates,Saint Lucia,Direct Match
Retail Estimates,Saint Martin (French part),Direct Match
Retail Estimates,Saint Pierre and Miquelon,Direct Match
Retail Estimates,Saint Vincent & Grenadines,Direct Match
Retail Estimates,Samoa,Direct Match
Retail Estimates,San Marino,Direct Match
Retail Estimates,Sao Tome and Principe,Direct Match
Retail Estimates,Saudi Arabia,Direct Match
Retail Estimates,Senegal,Direct Match
Retail Estimates,Serbia,Direct Match
Retail Estimates,Seychelles,Direct Match
Retail Estimates,Sierra Leone,Direct Match
Retail Estimates,Singapore,Direct Match
Retail Estimates,Sint Maarten (Dutch part),Direct Match
Retail Estimates,Slovakia,Direct Match
Retail Estimates,Slovenia,Direct Match
Retail Estimates,Solomon Islands,Direct Match
Retail Estimates,Somalia,Direct Match
Retail Estimates,South Africa,Direct Match
Retail Estimates,South Sudan,Direct Match
Retail Estimates,Spain,Direct Match
Retail Estimates,Sri Lanka,Direct Match
Retail Estimates,State of Palestine,Direct Match
Retail Estimates,Sudan,Direct Match
Retail Estimates,Suriname,Direct Match
Retail Estimates,Sweden,Direct Match
Retail Estimates,Switzerland,Direct Match
Retail Estimates,Syrian Arab Republic,Direct Match
Retail Estimates,Tajikistan,Direct Match
Retail Estimates,Thailand,Direct Match
Retail Estimates,Timor-Leste,Direct Match
Retail Estimates,Togo,Direct Match
Retail Estimates,Tokelau,Direct Match
Retail Estimates,Tonga,Direct Match
Retail Estimates,Trinidad and Tobago,Direct Match
Retail Estimates,Tunisia,Direct Match
Retail Estimates,Turkey,Direct Match
Retail Estimates,Turkmenistan,Direct Match
Retail Estimates,Turks and Caicos Islands,Direct Match
Retail Estimates,Tuvalu,Direct Match
Retail Estimates,Uganda,Direct Match
Retail Estimates,Ukraine,Direct Match
Retail Estimates,United Arab Emirates,Direct Match
Retail Estimates,United Kingdom,Direct Match
Retail Estimates,United Rep. of Tanzania,Direct Match
Retail Estimates,United States Virgin Islands,Direct Match
Retail Estimates,United States of America,Direct Match
Retail Estimates,Uruguay,Direct Match
Retail Estimates,Uzbekistan,Direct Match
Retail Estimates,Vanuatu,Direct Match
Retail Estimates,Venezuela (Boliv. Rep. of),Direct Match
Retail Estimates,Viet Nam,Direct Match
Retail Estimates,Wallis and Futuna Islands,Direct Match
Retail Estimates,Western Sahara,Direct Match
Retail Estimates,Yemen,Direct Match
Retail Estimates,Zambia,Direct Match
Retail Estimates,Zimbabwe,Direct Match
Temperature,Afghanistan,Direct Match
Temperature,Albania,Direct Match
Temperature,Algeria,Direct Match
Temperature,American Samoa,Direct Match
Temperature,Andorra,Direct Match
Temperature,Angola,Direct Match
Temperature,Antigua and Barbuda,Direct Match
Temperature,Argentina,Direct Match
Temperature,Armenia,Direct Match
Temperature,Aruba,Direct Match
Temperature,Australia,Direct Match
Temperature,Austria,Direct Match
Temperature,Azerbaijan,Direct Match
Temperature,Bahamas,Direct Match
Temperature,Bahrain,Direct Match
Temperature,Bangladesh,Direct Match
Temperature,Barbados,Direct Match
Temperature,Belarus,Direct Match
Temperature,Belgium,Direct Match
Temperature,Belize,Direct Match
Temperature,Benin,Direct Match
Temperature,Bhutan,Direct Match
Temperature,Bosnia and Herzegovina,Direct Match
Temperature,Botswana,Direct Match
Temperature,Brazil,Direct Match
Temperature,Bulgaria,Direct Match
Temperature,Burkina Faso,Direct Match
Temperature,Burundi,Direct Match
Temperature,Cambodia,Direct Match
Temperature,Cameroon,Direct Match
Temperature,Canada,Direct Match
Temperature,Cayman Islands,Direct Match
Temperature,Central African Republic,Direct Match
Temperature,Chad,Direct Match
Temperature,Chile,Direct Match
Temperature,China,Direct Match
Temperature,Colombia,Direct Match
Temperature,Comoros,Direct Match
Temperature,Congo,Direct Match
Temperature,Costa Rica,Direct Match
Temperature,Croatia,Direct Match
Temperature,Cuba,Direct Match
Temperature,Cyprus,Direct Match
Temperature,Denmark,Direct Match
Temperature,Djibouti,Direct Match
Temperature,Dominica,Direct Match
Temperature,Dominican Republic,Direct Match
Temperature,Ecuador,Direct Match
Temperature,Egypt,Direct Match
Temperature,El Salvador,Direct Match
Temperature,Equatorial Guinea,Direct Match
Temperature,Eritrea,Direct Match
Temperature,Estonia,Direct Match
Temperature,Ethiopia,Direct Match
Temperature,Faroe Islands,Direct Match
Temperature,Fiji,Direct Match
Temperature,Finland,Direct Match
Temperature,France,Direct Match
Temperature,French Polynesia,Direct Match
Temperature,Gabon,Direct Match
Temperature,Gambia,Direct Match
Temperature,Georgia,Direct Match
Temperature,Germany,Direct Match
Temperature,Ghana,Direct Match
Temperature,Greece,Direct Match
Temperature,Greenland,Direct Match
Temperature,Grenada,Direct Match
Temperature,Guam,Direct Match
Temperature,Guatemala,Direct Match
Temperature,Guinea,Direct Match
Temperature,Guyana,Direct Match
Temperature,Haiti,Direct Match
Temperature,Honduras,Direct Match
Temperature,Hungary,Direct Match
Temperature,Iceland,Direct Match
Temperature,India,Direct Match
Temperature,Indonesia,Direct Match
Temperature,Iraq,Direct Match
Temperature,Ireland,Direct Match
Temperature,Isle of Man,Direct Match
Temperature,Israel,Direct Match
Temperature,Italy,Direct Match
Temperature,Jamaica,Direct Match
Temperature,Japan,Direct Match
Temperature,Jordan,Direct Match
Temperature,Kazakhstan,Direct Match
Temperature,Kenya,Direct Match
Temperature,Kiribati,Direct Match
Temperature,Kuwait,Direct Match
Temperature,Kyrgyzstan,Direct Match
Temperature,Latvia,Direct Match
Temperature,Lebanon,Direct Match
Temperature,Lesotho,Direct Match
Temperature,Liberia,Direct Match
Temperature,Libya,Direct Match
Temperature,Liechtenstein,Direct Match
Temperature,Lithuania,Direct Match
Temperature,Luxembourg,Direct Match
Temperature,Madagascar,Direct Match
Temperature,Malawi,Direct Match
Temperature,Malaysia,Direct Match
Temperature,Maldives,Direct Match
Temperature,Mali,Direct Match
Temperature,Malta,Direct Match
Temperature,Marshall Islands,Direct Match
Temperature,Mauritania,Direct Match
Temperature,Mauritius,Direct Match
Temperature,Mayotte,Direct Match
Temperature,Mexico,Direct Match
Temperature,Monaco,Direct Match
Temperature,Mongolia,Direct Match
Temperature,Montenegro,Direct Match
Temperature,Morocco,Direct Match
Temperature,Mozambique,Direct Match
Temperature,Myanmar,Direct Match
Temperature,Namibia,Direct Match
Temperature,Nepal,Direct Match
Temperature,Netherlands,Direct Match
Temperature,New Caledonia,Direct Match
Temperature,New Zealand,Direct Match
Temperature,Nicaragua,Direct Match
Temperature,Niger,Direct Match
Temperature,Nigeria,Direct Match
Temperature,Northern Mariana Islands,Direct Match
Temperature,Norway,Direct Match
Temperature,Oman,Direct Match
Temperature,Pakistan,Direct Match
Temperature,Palau,Direct Match
Temperature,Panama,Direct Match
Temperature,Papua New Guinea,Direct Match
Temperature,Paraguay,Direct Match
Temperature,Peru,Direct Match
Temperature,Philippines,Direct Match
Temperature,Poland,Direct Match
Temperature,Portugal,Direct Match
Temperature,Puerto Rico,Direct Match
Temperature,Qatar,Direct Match
Temperature,Romania,Direct Match
Temperature,Rwanda,Direct Match
Temperature,Samoa,Direct Match
Temperature,San Marino,Direct Match
Temperature,Sao Tome and Principe,Direct Match
Temperature,Saudi Arabia,Direct Match
Temperature,Senegal,Direct Match
Temperature,Serbia,Direct Match
Temperature,Seychelles,Direct Match
Temperature,Sierra Leone,Direct Match
Temperature,Singapore,Direct Match
Temperature,Slovakia,Direct Match
Temperature,Slovenia,Direct Match
Temperature,Solomon Islands,Direct Match
Temperature,Somalia,Direct Match
Temperature,South Africa,Direct Match
Temperature,Spain,Direct Match
Temperature,Sri Lanka,Direct Match
Temperature,Sudan,Direct Match
Temperature,Suriname,Direct Match
Temperature,Sweden,Direct Match
Temperature,Switzerland,Direct Match
Temperature,Tajikistan,Direct Match
Temperature,Thailand,Direct Match
Temperature,Togo,Direct Match
Temperature,Tonga,Direct Match
Temperature,Trinidad and Tobago,Direct Match
Temperature,Tunisia,Direct Match
Temperature,Turkey,Direct Match
Temperature,Turkmenistan,Direct Match
Temperature,Uganda,Direct Match
Temperature,Ukraine,Direct Match
Temperature,United Arab Emirates,Direct Match
Temperature,United Kingdom,Direct Match
